28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
38,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
40,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
45,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
46,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
51,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
56,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
